instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,kategori
357,2011-12-23,Spring,2011,December,0,Friday,1,1,0.3915118637579894,0.3917472537050435,0.705655526992288,0.519210887141746,163,2046,2209,Sedang
358,2011-12-24,Spring,2011,December,0,Saturday,0,1,0.30325046857676025,0.2890059992670246,0.5578406169665809,0.3461600387406965,155,856,1011,Sedang
359,2011-12-25,Spring,2011,December,0,Sunday,0,1,0.2687137259534332,0.2636970837450632,0.7005696658097686,0.273566587015146,303,451,754,Rendah
360,2011-12-26,Spring,2011,December,1,Monday,0,1,0.32722320701635293,0.3103927613955095,0.5212925449871465,0.4475080261396624,430,887,1317,Sedang
361,2011-12-27,Spring,2011,December,0,Tuesday,1,2,0.33128657309834847,0.32627301968007405,0.7840616966580976,0.3423379202191513,103,1059,1162,Sedang
362,2011-12-28,Spring,2011,December,0,Wednesday,1,1,0.2990512831439713,0.2637141480001218,0.5181624678663239,0.5598543966629236,255,2047,2302,Sedang
363,2011-12-29,Spring,2011,December,0,Thursday,1,1,0.23575572752694396,0.24260435185758855,0.5904030848329048,0.20001245177770774,254,2169,2423,Sedang
364,2011-12-30,Spring,2011,December,0,Friday,1,1,0.31467300058340025,0.3146942663052894,0.6546704370179948,0.23078112434192666,491,2508,2999,Sedang
365,2011-12-31,Spring,2011,December,0,Saturday,0,1,0.43720074573545925,0.4398001959501534,0.6332473007712082,0.4076973838691343,665,1820,2485,Sedang
366,2012-01-01,Spring,2012,January,0,Sunday,0,1,0.3873587821415248,0.38926374827651017,0.7120822622107968,0.35000071123564724,686,1608,2294,Sedang
367,2012-01-02,Spring,2012,January,1,Monday,0,1,0.266545600537097,0.2273935374253241,0.3920863753213367,0.6334600707153774,244,1707,1951,Sedang
368,2012-01-03,Spring,2012,January,0,Tuesday,1,1,0.11322798237488484,0.06196346044190644,0.45372750642673515,0.7076883336532177,89,2147,2236,Sedang
369,2012-01-04,Spring,2012,January,0,Wednesday,1,2,0.06027089605632939,0.05285639878061456,0.42630642673521846,0.334607097966835,95,2273,2368,Sedang
370,2012-01-05,Spring,2012,January,0,Thursday,1,1,0.2575615865992903,0.2616638121230768,0.5389892030848329,0.22181337052923972,140,3132,3272,Sedang
371,2012-01-06,Spring,2012,January,0,Friday,1,1,0.34270910510498837,0.34285685032705604,0.557411825192802,0.2999895066972629,307,3791,4098,Sedang
372,2012-01-07,Spring,2012,January,0,Saturday,0,1,0.41643284555495663,0.40916066967487597,0.5467012853470437,0.314111142011494,1070,3451,4521,Sedang
373,2012-01-08,Spring,2012,January,0,Sunday,0,1,0.346862186721453,0.3428450366120155,0.4781491002570694,0.34871224086026115,599,2826,3425,Sedang
374,2012-01-09,Spring,2012,January,0,Monday,1,2,0.20564370522166842,0.22106007352856238,0.7215084832904884,0.15772588483383784,106,2270,2376,Sedang
375,2012-01-10,Spring,2012,January,0,Tuesday,1,1,0.31097098873746076,0.3147126431953526,0.6648041131105399,0.34048664598379663,173,3425,3598,Sedang
376,2012-01-11,Spring,2012,January,0,Wednesday,1,2,0.2679461597140866,0.26745121985796233,0.87146529562982,0.22435732643840195,92,2085,2177,Sedang
377,2012-01-12,Spring,2012,January,0,Thursday,1,2,0.40293439576462936,0.39755566360000116,0.8256215938303342,0.32691132210872914,269,3828,4097,Sedang
378,2012-01-13,Spring,2012,January,0,Friday,1,1,0.2679461597140866,0.2235317652420551,0.5218508997429305,0.7333278633470998,174,3040,3214,Sedang
379,2012-01-14,Spring,2012,January,0,Saturday,0,1,0.15060945507033574,0.1365368803181407,0.4704370179948586,0.33972593307416865,333,2160,2493,Sedang
380,2012-01-15,Spring,2012,January,0,Sunday,0,1,0.13399588255538752,0.10836510785134247,0.4310200514138817,0.47181991595874667,284,2027,2311,Sedang
381,2012-01-16,Spring,2012,January,1,Monday,0,1,0.16306994596881935,0.14648140311231006,0.5372750642673522,0.43079501920645485,217,2081,2298,Sedang
382,2012-01-17,Spring,2012,January,0,Tuesday,1,2,0.39115050952193336,0.3743745294203508,0.7363362467866323,0.6735881920864005,127,2808,2935,Sedang
383,2012-01-18,Spring,2012,January,0,Wednesday,1,1,0.30428842746860396,0.25751851077883353,0.45586940874035986,0.8102670679547523,109,3267,3376,Sedang
384,2012-01-19,Spring,2012,January,0,Thursday,1,1,0.16306994596881935,0.14566100623449119,0.5115681233933161,0.40770563007953675,130,3162,3292,Sedang
385,2012-01-20,Spring,2012,January,0,Friday,1,2,0.19733629593964935,0.18624768057394697,0.4627249357326478,0.3718181224079842,115,3048,3163,Sedang
386,2012-01-21,Spring,2012,January,0,Saturday,0,2,0.14230204578831668,0.12575752166110282,0.8547557840616966,0.4128265267394711,67,1234,1301,Sedang
387,2012-01-22,Spring,2012,January,0,Sunday,0,2,0.1288035959979894,0.10918550472916137,0.8187660668380462,0.36540257071486193,196,1781,1977,Sedang
388,2012-01-23,Spring,2012,January,0,Monday,1,2,0.19837425483149307,0.2152569141736227,0.9370179948586118,0.18206869794193142,145,2287,2432,Sedang
389,2012-01-24,Spring,2012,January,0,Tuesday,1,1,0.35309243217069486,0.35446185640193084,0.8594683804627249,0.20899051335339774,439,3900,4339,Sedang
390,2012-01-25,Spring,2012,January,0,Wednesday,1,1,0.29286714151105386,0.2832028399120849,0.6619537275064268,0.28589467156683973,467,3803,4270,Sedang
391,2012-01-26,Spring,2012,January,0,Thursday,1,2,0.3520544732788511,0.36357416860324077,0.7913449871465296,0.10514763499716434,244,3831,4075,Sedang
392,2012-01-27,Spring,2012,January,0,Friday,1,2,0.4558914820831848,0.44145674132584534,0.762210796915167,0.6602643776286085,269,3187,3456,Sedang
393,2012-01-28,Spring,2012,January,0,Saturday,0,1,0.31986404109170846,0.3246269753844182,0.5586971722365037,0.3884734058683744,775,3248,4023,Sedang
394,2012-01-29,Spring,2012,January,0,Sunday,0,1,0.27832948677979297,0.25419360631240917,0.32005141388174807,0.44871403441102375,558,2685,3243,Sedang
395,2012-01-30,Spring,2012,January,0,Monday,1,1,0.26171591426484475,0.24094124330687405,0.4121676092544987,0.39870489142524,126,3498,3624,Sedang
396,2012-01-31,Spring,2012,January,0,Tuesday,1,1,0.4122797639384921,0.3967405172622004,0.42844935732647815,0.4935878498686688,324,4185,4509,Sedang
397,2012-02-01,Spring,2012,February,0,Wednesday,1,1,0.5109257322345174,0.5086045849815652,0.5222796915167094,0.34360989817373244,304,4275,4579,Sedang
398,2012-02-02,Spring,2012,February,0,Thursday,1,2,0.423702295945132,0.41991377563182375,0.691945501285347,0.33973417928457117,190,3571,3761,Sedang
399,2012-02-03,Spring,2012,February,0,Friday,1,1,0.3167489183670876,0.3022688633525958,0.5415598971722365,0.32181722563260284,310,3841,4151,Sedang
400,2012-02-04,Spring,2012,February,0,Saturday,0,2,0.2554856688156029,0.2541988568524272,0.801627763496144,0.20513334843764208,384,2448,2832,Sedang
401,2012-02-05,Spring,2012,February,0,Sunday,0,2,0.2575615865992903,0.2434299992754254,0.7073696658097686,0.31666334413105873,318,2629,2947,Sedang
402,2012-02-06,Spring,2012,February,0,Monday,1,1,0.27846530613058645,0.28530961909432384,0.6397676092544987,0.27090512260774857,206,3578,3784,Sedang
403,2012-02-07,Spring,2012,February,0,Tuesday,1,1,0.36763008690195564,0.37020822591603536,0.5102827763496144,0.2576678933591825,199,4176,4375,Sedang
404,2012-02-08,Spring,2012,February,0,Wednesday,1,2,0.2461403006417402,0.24592400578399487,0.743359383033419,0.22951120793994617,109,2693,2802,Sedang
405,2012-02-09,Spring,2012,February,0,Thursday,1,1,0.25652362770744663,0.24010509480900105,0.5779773778920309,0.3538558145988023,163,3667,3830,Sedang
406,2012-02-10,Spring,2012,February,0,Friday,1,2,0.2762523229470158,0.2815449819013885,0.5552699228791774,0.19489361667037405,227,3604,3831,Sedang
407,2012-02-11,Spring,2012,February,0,Saturday,0,3,0.20564370522166842,0.17300188074343442,0.7519280205655526,0.5512680300813511,192,1977,2169,Sedang
408,2012-02-12,Spring,2012,February,0,Sunday,0,1,0.08519187785329667,0.0296503245358785,0.4777203084832905,0.7974503954367123,73,1456,1529,Sedang
409,2012-02-13,Spring,2012,February,0,Monday,1,1,0.2035665413888912,0.19537705703031555,0.422879177377892,0.2987010363218768,94,3328,3422,Sedang
410,2012-02-14,Spring,2012,February,0,Tuesday,1,2,0.3240183687572629,0.33455968446354706,0.5231362467866324,0.24488626723535284,135,3787,3922,Sedang
411,2012-02-15,Spring,2012,February,0,Wednesday,1,1,0.3603606365117803,0.3577710092483012,0.5462724935732648,0.3282162849049202,141,4028,4169,Sedang
412,2012-02-16,Spring,2012,February,0,Thursday,1,2,0.320903246032642,0.32959267360648037,0.7742077120822621,0.14231577914422067,74,2931,3005,Sedang
413,2012-02-17,Spring,2012,February,0,Friday,1,1,0.35413039106253846,0.3577710092483012,0.6525275064267352,0.3782006892594965,349,3805,4154,Sedang
414,2012-02-18,Spring,2012,February,0,Saturday,0,1,0.3582847187280929,0.3627537717254219,0.5496997429305913,0.3474485091160825,1435,2883,4318,Sedang
415,2012-02-19,Spring,2012,February,0,Sunday,0,2,0.27521436405517213,0.2450931078261399,0.5304195372750642,0.4756420344802919,618,2071,2689,Sedang
416,2012-02-20,Spring,2012,February,1,Monday,0,1,0.27521436405517213,0.25507307176543104,0.522186118251928,0.4261049870400496,502,2627,3129,Sedang
417,2012-02-21,Spring,2012,February,0,Tuesday,1,1,0.2849659442323254,0.2835861293334019,0.6111547557840616,0.37793474897401685,163,3614,3777,Sedang
418,2012-02-22,Spring,2012,February,0,Wednesday,1,1,0.4195479682795776,0.41163892456339124,0.5839763496143958,0.4372126324521777,394,4379,4773,Sedang
419,2012-02-23,Spring,2012,February,0,Thursday,1,1,0.4922349958867919,0.47960585246192566,0.5702652956298201,0.34741552427447264,516,4546,5062,Tinggi
420,2012-02-24,Spring,2012,February,0,Friday,1,2,0.43408562301083836,0.4356653956859462,0.7583547557840618,0.44359519930369,246,3241,3487,Sedang
421,2012-02-25,Spring,2012,February,0,Saturday,0,1,0.2887128138454994,0.23181843002552804,0.4070262210796915,0.82307549426239,317,2415,2732,Sedang
422,2012-02-26,Spring,2012,February,0,Sunday,0,1,0.2741764051633284,0.24840094803750562,0.4215938303341902,0.3769287113049154,515,2874,3389,Sedang
423,2012-02-27,Spring,2012,February,0,Monday,1,1,0.3832057005250602,0.3660734256518282,0.5047125964010283,0.5064024608341084,253,4069,4322,Sedang
424,2012-02-28,Spring,2012,February,0,Tuesday,1,1,0.3738603323511975,0.3602597652168525,0.4070262210796915,0.3525776519864193,229,4134,4363,Sedang
425,2012-02-29,Spring,2012,February,0,Wednesday,1,2,0.35539513088873453,0.35362439526905337,0.8275403598971722,0.3230974497975865,65,1769,1834,Sedang
426,2012-03-01,Spring,2012,March,0,Thursday,1,1,0.5316923863659302,0.520199089976404,0.6328195372750642,0.4217839727891549,325,4665,4990,Sedang
427,2012-03-02,Spring,2012,March,0,Friday,1,2,0.36659088196102213,0.3685516805403435,0.6756637532133676,0.25256555067265374,246,2948,3194,Sedang
428,2012-03-03,Spring,2012,March,0,Saturday,0,2,0.4423930322928575,0.43897454853231654,0.6388174807197943,0.2859111639876447,956,3110,4066,Sedang
429,2012-03-04,Spring,2012,March,0,Sunday,0,1,0.33232453199019213,0.29396644694906865,0.4147383033419023,0.6435740477740077,710,2713,3423,Sedang
430,2012-03-05,Spring,2012,March,0,Monday,1,1,0.22952548207770213,0.21277997192011194,0.5205655526992288,0.42564113770491063,203,3130,3333,Sedang
431,2012-03-06,Spring,2012,March,0,Tuesday,1,1,0.24821621842542757,0.23098753206767308,0.4695804627249357,0.367952711281826,221,3735,3956,Sedang
432,2012-03-07,Spring,2012,March,0,Wednesday,1,1,0.4299325413943738,0.40170621548426244,0.5278488431876607,0.6666799293217307,432,4484,4916,Sedang
433,2012-03-08,Spring,2012,March,0,Thursday,1,1,0.583611513792642,0.5848240491534553,0.583547557840617,0.8641436836192948,486,4896,5382,Tinggi
434,2012-03-09,Spring,2012,March,0,Friday,1,2,0.438238704627303,0.41743552074330836,0.41859434447300764,0.8089703513689638,447,4122,4569,Sedang
435,2012-03-10,Spring,2012,March,0,Saturday,0,1,0.2845597322290348,0.2608171625451677,0.3603259640102827,0.41923383222219085,968,3150,4118,Sedang
436,2012-03-11,Spring,2012,March,0,Sunday,0,1,0.37706517061028744,0.36832590731956777,0.49044421593830334,0.41271314134643716,1658,3253,4911,Sedang
437,2012-03-12,Spring,2012,March,0,Monday,1,1,0.5078106095098964,0.49948702224023733,0.5029994858611825,0.3820496079648497,838,4460,5298,Tinggi
438,2012-03-13,Spring,2012,March,0,Tuesday,1,1,0.6303383546619555,0.608878085611105,0.634961439588689,0.4423232213491089,762,5085,5847,Tinggi
439,2012-03-14,Spring,2012,March,0,Wednesday,1,1,0.6396837228358183,0.6163443535167591,0.5214221079691516,0.19104469796502083,997,5315,6312,Tinggi
440,2012-03-15,Spring,2012,March,0,Thursday,1,1,0.6209929864880929,0.5956152215255338,0.595972236503856,0.2628300210711291,1005,5187,6192,Tinggi
441,2012-03-16,Spring,2012,March,0,Friday,1,2,0.46938993187351213,0.46881993062986516,0.8658951156812339,0.18718959460186577,548,3830,4378,Sedang
442,2012-03-17,Spring,2012,March,0,Saturday,0,2,0.5669979412776938,0.5591515337352446,0.7772061696658097,0.18206045173152896,3155,4681,7836,Tinggi
443,2012-03-18,Spring,2012,March,0,Sunday,0,2,0.515078813850982,0.5052731173401184,0.8329048843187661,0.21541431125692245,2207,3685,5892,Tinggi
444,2012-03-19,Spring,2012,March,0,Monday,1,1,0.6054173728649884,0.5956099709855157,0.7493573264781491,0.2884633661072094,982,5171,6153,Tinggi
445,2012-03-20,Spring,2012,March,0,Tuesday,1,1,0.6251460681045575,0.6031077421312782,0.8307629820051413,0.20384487806225604,1051,5042,6093,Tinggi
446,2012-03-21,Summer,2012,March,0,Wednesday,1,2,0.5888038003500401,0.5699308923922825,0.8444730077120822,0.1384674789046476,1122,5108,6230,Tinggi
447,2012-03-22,Summer,2012,March,0,Thursday,1,1,0.6168399048716282,0.59396392668986,0.8547557840616966,0.19619857946656502,1334,5537,6871,Tinggi
448,2012-03-23,Summer,2012,March,0,Friday,1,2,0.6760272366394254,0.6445003743635032,0.7137964010282776,0.19359690008458552,2469,5893,8362,Tinggi
449,2012-03-24,Summer,2012,March,0,Saturday,0,2,0.5524602865464329,0.5351132488976491,0.9104544987146529,0.35127062763762773,1033,2339,3372,Sedang
450,2012-03-25,Summer,2012,March,0,Sunday,0,2,0.47146709570628936,0.47047253810054357,0.9057408740359897,0.40897760803411787,1532,3464,4996,Sedang
451,2012-03-26,Summer,2012,March,0,Monday,1,1,0.4818504227719957,0.4721290834762354,0.4914313624678663,0.7512901711562817,795,4763,5558,Tinggi
452,2012-03-27,Summer,2012,March,0,Tuesday,1,1,0.3292094092655712,0.31054896496104617,0.29820051413881743,0.33974448704757426,531,4571,5102,Tinggi
453,2012-03-28,Summer,2012,March,0,Wednesday,1,1,0.5296164685822429,0.5143959306214643,0.4948586118251928,0.5551334412075092,674,5024,5698,Tinggi
454,2012-03-29,Summer,2012,March,0,Thursday,1,1,0.5420769594807265,0.5292995884626733,0.4515856041131105,0.6128136214201912,834,5299,6133,Tinggi
455,2012-03-30,Summer,2012,March,0,Friday,1,2,0.3873587821415248,0.38926374827651017,0.5972575835475579,0.2384707155422306,796,4663,5459,Tinggi
456,2012-03-31,Summer,2012,March,0,Saturday,0,2,0.45485352319134115,0.44975915772937247,0.7592113110539845,0.4704984607417508,2301,3934,6235,Tinggi
457,2012-04-01,Summer,2012,April,0,Sunday,0,2,0.45692944097502847,0.4439559983744328,0.6953727506426735,0.30897581448335537,2347,3694,6041,Tinggi
458,2012-04-02,Summer,2012,April,0,Monday,1,1,0.4669975176210032,0.4573790039305542,0.5186097686375322,0.5973292998369519,1208,4728,5936,Tinggi
459,2012-04-03,Summer,2012,April,0,Tuesday,1,1,0.5078106095098964,0.5019692150337661,0.4078838046272493,0.16026777919039945,1348,5424,6772,Tinggi
460,2012-04-04,Summer,2012,April,0,Wednesday,1,1,0.6012642912485238,0.5964356184033527,0.48286169665809764,0.3269278145295341,1058,5378,6436,Tinggi
461,2012-04-05,Summer,2012,April,0,Thursday,1,1,0.46835197298166836,0.46217012169701654,0.384747557840617,0.40640891349374825,1192,5265,6457,Tinggi
462,2012-04-06,Summer,2012,April,0,Friday,1,1,0.42889333645344024,0.4091449180548219,0.3877460154241645,0.5731039952270934,1807,4653,6460,Tinggi
463,2012-04-07,Summer,2012,April,0,Saturday,0,1,0.47146709570628936,0.45556231708431205,0.2613542416452442,0.520499357517132,3252,3605,6857,Tinggi
464,2012-04-08,Summer,2012,April,0,Sunday,0,1,0.549345163821812,0.5425847673433212,0.28363290488431875,0.4333472213260195,2230,2939,5169,Tinggi
465,2012-04-09,Summer,2012,April,0,Monday,1,1,0.5358467140314846,0.5218621985271185,0.3264781491002571,0.6922782279636005,905,4680,5585,Tinggi
466,2012-04-10,Summer,2012,April,0,Tuesday,1,1,0.48288962771292926,0.46882518116988325,0.4473007712082262,0.4679380124117836,819,5099,5918,Tinggi
467,2012-04-11,Summer,2012,April,0,Wednesday,1,1,0.36081295233139526,0.338928133758557,0.48284318766066836,0.5625612152275347,482,4380,4862,Sedang
468,2012-04-12,Summer,2012,April,0,Thursday,1,1,0.4216251321123548,0.40499305353555604,0.47943444730077117,0.552572992877542,663,4746,5409,Tinggi
469,2012-04-13,Summer,2012,April,0,Friday,1,1,0.47769734115553114,0.4630167712749256,0.4198796915167095,0.27434997700338076,1252,5146,6398,Tinggi
470,2012-04-14,Summer,2012,April,0,Saturday,0,1,0.5431149183725702,0.5367711069083454,0.5171383033419023,0.34742377048487516,2795,4665,7460,Tinggi
471,2012-04-15,Summer,2012,April,0,Sunday,0,1,0.6822574820886673,0.6494988884606782,0.5222796915167094,0.41795360805720727,2846,4286,7132,Tinggi
472,2012-04-16,Summer,2012,April,1,Monday,0,1,0.7539053047549482,0.7033825553958224,0.5775496143958869,0.541028298314083,1198,5172,6370,Tinggi
473,2012-04-17,Summer,2012,April,0,Tuesday,1,1,0.6843333998723548,0.6818054611916835,0.4014570694087404,0.517938909187165,989,5702,6691,Tinggi
474,2012-04-18,Summer,2012,April,0,Wednesday,1,2,0.5036562818443421,0.4961345524387183,0.5852616966580977,0.29999775290766534,347,4020,4367,Sedang
475,2012-04-19,Summer,2012,April,0,Thursday,1,1,0.5472679999890347,0.5433999136811221,0.6298200514138818,0.08975484634939232,846,5719,6565,Tinggi
476,2012-04-20,Summer,2012,April,0,Friday,1,1,0.5825735549007983,0.5732347946986347,0.7142241645244215,0.26280528243992174,1340,5950,7290,Tinggi
477,2012-04-21,Summer,2012,April,0,Saturday,0,1,0.6365686001111973,0.6088675845310689,0.7022282776349614,0.5384678499841158,2541,4083,6624,Tinggi
478,2012-04-22,Summer,2012,April,0,Sunday,0,3,0.4205871732205111,0.4074870600441255,0.8590406169665809,0.6641380349651692,120,907,1027,Sedang
479,2012-04-23,Summer,2012,April,0,Monday,1,2,0.3271334914818838,0.2914776909805173,0.7883465295629819,0.5795113007098133,195,3019,3214,Sedang
480,2012-04-24,Summer,2012,April,0,Tuesday,1,1,0.4413538273519239,0.4281991277802921,0.4670097686375321,0.46795450483258855,518,5115,5633,Tinggi
481,2012-04-25,Summer,2012,April,0,Wednesday,1,1,0.5202711004083801,0.5135650326636093,0.4400174807197943,0.19873428916532476,655,5541,6196,Tinggi
482,2012-04-26,Summer,2012,April,0,Thursday,1,2,0.5472679999890347,0.5309784486334419,0.7780637532133675,0.31796006071684724,475,4551,5026,Tinggi
483,2012-04-27,Summer,2012,April,0,Friday,1,1,0.4963880775032566,0.49035764578386887,0.4121676092544987,0.6705020478432759,1014,5219,6233,Tinggi
484,2012-04-28,Summer,2012,April,0,Saturday,0,2,0.3956661914235438,0.39173543999000293,0.5034272493573264,0.22178863189803233,1120,3100,4220,Sedang
485,2012-04-29,Summer,2012,April,0,Sunday,0,1,0.49742603639510025,0.4870550561125211,0.6036843187660669,0.19485032406576105,2229,4075,6304,Tinggi
486,2012-04-30,Summer,2012,April,0,Monday,1,2,0.5046954867852755,0.496998266271686,0.5861182519280205,0.30767909789756687,665,4907,5572,Tinggi
487,2012-05-01,Summer,2012,May,0,Tuesday,1,2,0.6905636453215965,0.6536284381848673,0.6782344473007712,0.2756384473787668,653,5087,5740,Tinggi
488,2012-05-02,Summer,2012,May,0,Wednesday,1,1,0.6293003957701119,0.6022715936334052,0.8196226221079691,0.23845216156882504,667,5502,6169,Tinggi
489,2012-05-03,Summer,2012,May,0,Thursday,1,2,0.6241081092127139,0.6014131303404554,0.7900596401028278,0.2294596691249307,764,5657,6421,Tinggi
490,2012-05-04,Summer,2012,May,0,Friday,1,1,0.7082164227774782,0.6718688142075412,0.756212853470437,0.289743590272193,1069,5227,6296,Tinggi
491,2012-05-05,Summer,2012,May,0,Saturday,0,2,0.7009482184363928,0.6635873999640862,0.7780637532133675,0.2692393881064495,2496,4387,6883,Tinggi
492,2012-05-06,Summer,2012,May,0,Sunday,0,2,0.6272232319373346,0.6138765997082799,0.7609254498714653,0.2628217748607267,2135,4224,6359,Tinggi
493,2012-05-07,Summer,2012,May,0,Monday,1,2,0.5960720046911255,0.5881555167949023,0.6829480719794344,0.42948181019986137,1008,5265,6273,Tinggi
494,2012-05-08,Summer,2012,May,0,Tuesday,1,2,0.6511062548424583,0.6279664238466927,0.705226735218509,0.564117687441001,738,4990,5728,Tinggi
495,2012-05-09,Summer,2012,May,0,Wednesday,1,2,0.6427988455604392,0.6221304486166401,0.7652102827763496,0.3999830540376229,620,4097,4717,Sedang
496,2012-05-10,Summer,2012,May,0,Thursday,1,1,0.5566133681628974,0.5417420556704257,0.5676946015424165,0.6012957270405402,1026,5546,6572,Tinggi
497,2012-05-11,Summer,2012,May,0,Friday,1,1,0.5908797181337274,0.5798741025514473,0.37060874035989716,0.4422964211653009,1319,5711,7030,Tinggi
498,2012-05-12,Summer,2012,May,0,Saturday,0,1,0.6293003957701119,0.6113563404996203,0.49400205655526985,0.20768348900460615,2622,4807,7429,Tinggi
499,2012-05-13,Summer,2012,May,0,Sunday,0,1,0.6895256864297529,0.6644143600169277,0.5925449871465296,0.4179288694259999,2172,3946,6118,Tinggi
500,2012-05-14,Summer,2012,May,0,Monday,1,2,0.640721681727662,0.6180284642275458,0.8119105398457583,0.39231407836332516,342,2501,2843,Sedang
501,2012-05-15,Summer,2012,May,0,Tuesday,1,2,0.6884877275379091,0.6528185423870845,0.8170519280205656,0.25769469354299046,625,4490,5115,Tinggi
502,2012-05-16,Summer,2012,May,0,Wednesday,1,1,0.7196389547841182,0.6785081220603538,0.717652442159383,0.20640326483962257,991,6433,7424,Tinggi
503,2012-05-17,Summer,2012,May,0,Thursday,1,1,0.6656426635246293,0.6478423430849862,0.5347043701799485,0.42691311565949175,1242,6142,7384,Tinggi
504,2012-05-18,Summer,2012,May,0,Friday,1,1,0.6293003957701119,0.6196311915680527,0.5381316195372751,0.2358937747914585,1521,6118,7639,Tinggi
505,2012-05-19,Summer,2012,May,0,Saturday,0,1,0.6739500728066483,0.6403537603842554,0.4691516709511568,0.1269572122696189,3410,4884,8294,Tinggi
506,2012-05-20,Summer,2012,May,0,Sunday,0,1,0.6999090134954592,0.6627460009261952,0.5454159383033419,0.47822928299406714,2704,4425,7129,Tinggi
507,2012-05-21,Summer,2012,May,0,Monday,1,2,0.6718729089738711,0.6387247803436583,0.8341902313624678,0.43460064530719505,630,3729,4359,Sedang
508,2012-05-22,Summer,2012,May,0,Tuesday,1,2,0.6926408091543738,0.6586217017420242,0.7874889460154241,0.19744581878993872,819,5254,6073,Tinggi
509,2012-05-23,Summer,2012,May,0,Wednesday,1,2,0.7009482184363928,0.6635926505041043,0.7964863753213367,0.16411669789575264,766,4494,5260,Tinggi
510,2012-05-24,Summer,2012,May,0,Thursday,1,1,0.7424827727483083,0.6925861324837259,0.7369326478149101,0.3102725310691439,1059,5711,6770,Tinggi
511,2012-05-25,Summer,2012,May,0,Friday,1,1,0.7736339999945174,0.7199270069926691,0.7682087403598972,0.24358955064956433,1417,5317,6734,Tinggi
512,2012-05-26,Summer,2012,May,0,Saturday,0,1,0.789209613617622,0.7398357421060756,0.7532133676092545,0.36407080773486294,2855,3681,6536,Tinggi
513,2012-05-27,Summer,2012,May,0,Sunday,0,1,0.786094490893001,0.738167383015343,0.7167948586118251,0.3974246672602564,3283,3308,6591,Tinggi
514,2012-05-28,Summer,2012,May,1,Monday,0,1,0.8141305954145892,0.7878834338111674,0.6953727506426735,0.35897671125873665,2557,3486,6043,Tinggi
515,2012-05-29,Summer,2012,May,0,Tuesday,1,1,0.8265910863130729,0.779603332202717,0.7039413881748072,0.5628209708552125,880,4863,5743,Tinggi
516,2012-05-30,Summer,2012,May,0,Wednesday,1,2,0.7445599365810855,0.6983997929187017,0.6889460154241646,0.23076463192112173,745,6110,6855,Tinggi
517,2012-05-31,Summer,2012,May,0,Thursday,1,1,0.7736339999945174,0.724915020009808,0.5068555269922879,0.3564162629287695,1100,6238,7338,Tinggi
518,2012-06-01,Summer,2012,June,0,Friday,1,2,0.7414448138564647,0.6942426778594177,0.7767784061696658,0.44358695309328755,533,3594,4127,Sedang
519,2012-06-02,Summer,2012,June,0,Saturday,0,1,0.6531821726261456,0.6395399266814591,0.5646961439588688,0.33844570890918513,2795,5325,8120,Tinggi
520,2012-06-03,Summer,2012,June,0,Sunday,0,1,0.6770651955312693,0.651150183296352,0.5072832904884319,0.33334336622265637,2494,5147,7641,Tinggi
521,2012-06-04,Summer,2012,June,0,Monday,1,1,0.6708349500820274,0.6552849835605591,0.5008565552699228,0.5410365445244855,1071,5927,6998,Tinggi
522,2012-06-05,Summer,2012,June,0,Tuesday,1,2,0.6002250863075902,0.5865147230392646,0.6306766066838047,0.3858882189071999,968,6033,7001,Tinggi
523,2012-06-06,Summer,2012,June,0,Wednesday,1,1,0.6168399048716282,0.608041937113232,0.6285347043701799,0.11283557695538779,1027,6028,7055,Tinggi
524,2012-06-07,Summer,2012,June,0,Thursday,1,1,0.6770651955312693,0.6436799774856843,0.583118766066838,0.27822363433994135,1038,6456,7494,Tinggi
525,2012-06-08,Summer,2012,June,0,Friday,1,1,0.7352145684072229,0.6809850643138646,0.48114858611825195,0.3153996123868801,1488,6248,7736,Tinggi
526,2012-06-09,Summer,2012,June,0,Saturday,0,1,0.812053431581812,0.7472796952166529,0.44944267352185086,0.25129357271807257,2708,4790,7498,Tinggi
527,2012-06-10,Summer,2012,June,0,Sunday,0,1,0.8317833728704709,0.7671661155349827,0.5535557840616966,0.22951120793994617,2224,4374,6598,Tinggi
528,2012-06-11,Summer,2012,June,0,Monday,1,2,0.8245139224802955,0.7621833530578619,0.6045419023136247,0.3820496079648497,1017,5647,6664,Tinggi
529,2012-06-12,Summer,2012,June,0,Tuesday,1,2,0.7404056089155312,0.6810021285689233,0.8568976863753213,0.39613619688487034,477,4495,4972,Sedang
530,2012-06-13,Summer,2012,June,0,Wednesday,1,1,0.743520731640152,0.6983840412986475,0.5985429305912596,0.6615260478201865,1173,6248,7421,Tinggi
531,2012-06-14,Summer,2012,June,0,Thursday,1,1,0.7341753634662893,0.71579745726848,0.5856894601542416,0.47692225864527543,1180,6183,7363,Tinggi
532,2012-06-15,Summer,2012,June,0,Friday,1,1,0.7227540775087392,0.6834685697423979,0.6062550128534704,0.31794356829604226,1563,6102,7665,Tinggi
533,2012-06-16,Summer,2012,June,0,Saturday,0,1,0.7134087093348764,0.6768450135096394,0.5184236503856041,0.29743111991989635,2963,4739,7702,Tinggi
